CleanedTweets,Tweets,Time,TimeNew,TimeChanged,PolarityScore
get art printed awesome products support redbubble rbandme findyourthing,"\"Get my art printed on awesome products. Support me at Redbubble #RBandME:  https://t.co/pOrQ4YnDIG #findyourthing\\u2026 https://t.co/mgyYaXoS7K\"","\"2020-11-19 14:53:57.875512\"",2020-11-19T15:42:23.248+05:30,"",Positive
chris kerbs given medal sack uselections trumpvsbiden free speech something fight,"\"Chris Kerbs. Should be given a medal not the sack.#USElections2020 #TrumpvsBiden free speech is something we should fight for.\"","\"2020-11-19 14:54:00.878658\"",2020-11-19T15:42:23.248+05:30,"",Positive
donald trump general blames lieutenants losing battle trumpvsbiden trumpislosing,"\"Donald Trump is a general who blames his lieutenants for losing the battle. #TrumpvsBiden #TrumpIsLosing\\u2026 https://t.co/MtcPJaAdDD\"","\"2020-11-19 14:54:03.882373\"",2020-11-19T15:42:23.248+05:30,"",Negative
constantly consistently spew false information still account suspende,"\"How can @realDonaldTrump constantly and consistently spew false information and still not have his account suspende\\u2026 https://t.co/VkuJ7Oj8P3\"","\"2020-11-19 14:54:06.886222\"",2020-11-19T15:42:23.248+05:30,"",Positive
every error favor biden shouldn americans demand investigation across usaelections resul,"\"Why is every error in favor of #Biden? Shouldn't all #Americans demand investigation across #USAElections2020 resul\\u2026 https://t.co/ibg2DDWJDg\"","\"2020-11-19 14:54:09.890064\"",2020-11-19T15:42:23.248+05:30,"",Negative
believe trumpvsbiden epic rematch better get back vote happen,"\"@oldmanebro I believe #TrumpvsBiden will be an epic rematch in 2024 we better get back out there and vote again bc it can happen\"","\"2020-11-19 14:54:12.891753\"",2020-11-19T15:42:23.248+05:30,"",Positive
call bug error problem happened randomly affect somebody part system call,"\"We call it bug or error when some problem happened and randomly affect somebody / part of the system. We call it ch\\u2026 https://t.co/7LZhTMA1zd\"","\"2020-11-19 14:54:15.894594\"",2020-11-19T15:42:23.248+05:30,"",Negative
slowly working way beneficial literally,"\"@enes69 @realDonaldTrump Because he is slowly working on a way for it to be more beneficial. He is/was literally ma\\u2026 https://t.co/LDyKHBp0Zn\"","\"2020-11-19 14:54:18.898130\"",2020-11-19T15:42:23.248+05:30,"",Positive
job loyalty liarinchief killing americans presidentelect sign,"\"@GSAEmily do your job! Your loyalty to the #LiarInChief is killing Americans! @JoeBiden is #PresidentElect sign off\\u2026 https://t.co/l0dC1cEeHr\"","\"2020-11-19 14:54:21.901901\"",2020-11-19T15:42:23.248+05:30,"",Negative
hey great article daughter like thought must make,"\"Hey @realDonaldTrump great article about your daughter. She is more like you than I thought. It must make you so pr\\u2026 https://t.co/rzj9dcwg9W\"","\"2020-11-19 14:54:24.904227\"",2020-11-19T15:42:23.248+05:30,"",Positive
great coalition twilight zone happy want ude ude ude trumpvsbiden,"\"The great coalition in the Twilight Zone: The who is not happy is because he does not want...\\ud83d\\ude01\\ud83d\\ude02\\ud83d\\ude01 #TrumpvsBiden\\u2026 https://t.co/KvpXfFlEpM\"","\"2020-11-19 14:54:29.996913\"",2020-11-19T15:42:23.248+05:30,"",Positive
really understand appreciate democracy biden won trump lost think getting,"\"Y\\u2019all really don\\u2019t understand or appreciate your democracy. Biden won. Trump lost, and if you think it\\u2019s getting ov\\u2026 https://t.co/LuRtAB4GZx\"","\"2020-11-19 14:54:32.998750\"",2020-11-19T15:42:23.248+05:30,"",Positive
claims disputed nshop stands india trusted reselling app shop thisclaimisundisputed,"\"All claims are not disputed! \\nShop101 stands as India's #1 trusted reselling App. \\n#shop101 #thisclaimisundisputed\\u2026 https://t.co/Rjt9eOofLo\"","\"2020-11-19 14:54:36.001812\"",2020-11-19T15:42:23.248+05:30,"",Positive
bapu today spoke trump biden fight crazy divide america,"\"@realDonaldTrump If Bapu were today,\\n  He spoke with Trump and Biden-\\n \\\"Don't fight crazy ...\\n  Divide America in h\\u2026 https://t.co/kM2bA50nCo\"","\"2020-11-19 14:54:39.003871\"",2020-11-19T15:42:23.248+05:30,"",Negative
ukraine wants biden class felony charges trump tosaveamerica trumpvsbiden,"\"Ukraine wants #Biden on Class A Felony charges.@donlemon\\n#TRUMP2020ToSaveAmerica #TrumpvsBiden https://t.co/z4yTU5sHNu\"","\"2020-11-19 14:54:42.007463\"",2020-11-19T15:42:23.248+05:30,"",Negative
petition circulating harvard stop former trump administration officials attending teaching speaking,"\"Petition circulating at Harvard to stop former Trump administration officials from attending, teaching or speaking\\u2026 https://t.co/xZsyWRtwFc\"","\"2020-11-19 14:54:45.010674\"",2020-11-19T15:42:23.248+05:30,"",Negative
check gig fiverr stencil art capricorn tiktok coronavirus,"\"Check out my Gig on Fiverr: stencil art https://t.co/9dYg70kWNj\\n\\n#Europe #Capricorn #TikTok #coronavirus\\u2026 https://t.co/FzVnX8Y7Y3\"","\"2020-11-19 14:54:48.013653\"",2020-11-19T15:42:23.248+05:30,"",Positive
shirts masks hoodies mugs tank tops pillows wall tapestries posters nlets fuel revolution,"\"T-Shirts, Masks, Hoodies, Mugs, Tank Tops, Pillows, Wall Tapestries, Posters, and more!\\nLETS FUEL THE REVOLUTION\\u2026 https://t.co/rSyGJPe1Og\"","\"2020-11-19 14:54:51.014709\"",2020-11-19T15:42:23.248+05:30,"",Positive
trump campaign challenge fails pennsylvania supreme court trumpvsbiden,"\"Trump Campaign Challenge Fails in Pennsylvania Supreme Court \\nhttps://t.co/EEZ0rzwK8V\\n\\n#Pennsylvania #TrumpvsBiden\\u2026 https://t.co/9zSTS2bZZI\"","\"2020-11-19 14:54:54.017478\"",2020-11-19T15:42:23.248+05:30,"",Positive
dry fruits include everyday diet stay healthy norder,"\"Dry fruits be should include in your everyday diet to stay healthy!\\n\\nOrder yours now:  https://t.co/uVreUztSp0\\n\\nor\\u2026 https://t.co/hc2sfeNzk4\"","\"2020-11-19 14:54:57.018635\"",2020-11-19T15:42:23.248+05:30,"",Positive
donaldtrump trumpvsbiden trumpconcede trump tries distract electoral,"\"@realDonaldTrump #DonaldTrump #TrumpvsBiden #TrumpConcede \\nD. Trump tries to distract us with all this electoral BS\\u2026 https://t.co/3Xv9KwYj5C\"","\"2020-11-19 14:55:00.022243\"",2020-11-19T15:42:23.248+05:30,"",Negative
third georgia county finds memory card uncounted votes trump none accident two careless three,"\"Third Georgia County Finds Memory Card With Uncounted Votes, Most for Trump\\nOne is accident, two is careless, three\\u2026 https://t.co/a8FEfaS9Vd\"","\"2020-11-19 14:55:03.025184\"",2020-11-19T15:42:23.248+05:30,"",Positive
true uselections uselection uselectionresults concedetrump trumpvsbidenfight,"\"This could just be true! \\n#USElections2020 #USElection2020 #USElectionResults #ConcedeTrump #TrumpVsBidenFight\\u2026 https://t.co/Y3h6DoRDt8\"","\"2020-11-19 14:55:06.026620\"",2020-11-19T15:42:23.248+05:30,"",Positive
sach information bhi undisputed ude ude trending claim givmor wafers ancorafoods undisputedclaim trump,"\"Sach information vo bhi undisputed \\ud83d\\ude1d\\ud83d\\ude1d\\n\\n#trending #claim #givmor #wafers #ancorafoods #undisputedclaim #trump\\u2026 https://t.co/akK4YSmEbC\"","\"2020-11-19 14:55:09.030260\"",2020-11-19T15:42:23.248+05:30,"",Positive
highly likely president elect joe biden democrat reflect similar policy orientations,"\"It is highly likely that President-elect Joe Biden, again a #democrat, will reflect similar #policy orientations as\\u2026 https://t.co/mlRE6Coko5\"","\"2020-11-19 14:55:12.033131\"",2020-11-19T15:42:23.248+05:30,"",Positive
see socialism venezuela makes hungry people stand line receive food donations excuse,"\"See how socialism in Venezuela makes hungry people stand in line to receive food donations! Oh excuse me, is this i\\u2026 https://t.co/rz6oXu9CKl\"","\"2020-11-19 14:55:16.013759\"",2020-11-19T15:42:23.248+05:30,"",Positive
absolutely fabulous election lego trumpvsbiden giuliani fourseasonstotallandscaping press media,"\"Absolutely fabulous! #Election2020 #lego #TrumpvsBiden #giuliani #fourseasonstotallandscaping #press #media\\nhttps://t.co/o22wJfUyHP\"","\"2020-11-19 14:55:19.016954\"",2020-11-19T15:42:23.248+05:30,"",Positive
trump let beloved chair trump trumpvsbiden trumpmeltdown trumpout,"\"Trump can't let go of his beloved chair.\\n#Trump #TrumpvsBiden #TrumpMeltdown #TrumpOut\"","\"2020-11-19 14:55:22.018625\"",2020-11-19T15:42:23.248+05:30,"",Positive
america restore rule law without prosecuting trump usa law ruleoflaw,"\"Can America Restore the Rule of Law Without Prosecuting Trump? https://t.co/CSQDVrJBRK #US #USA #law #RuleOfLaw\\u2026 https://t.co/SvMKoNGiTk\"","\"2020-11-19 14:55:25.021821\"",2020-11-19T15:42:23.248+05:30,"",Positive
understand taiwanese law school students preparing bar exam know strict scruti,"\"From what I understand, most Taiwanese law school students preparing for TW bar exam would know what \\\"strict scruti\\u2026 https://t.co/uAEZvvjrpl\"","\"2020-11-19 14:55:28.022651\"",2020-11-19T15:42:23.248+05:30,"",Positive
inviting influencers keen work brands develop content share audiences,"\"I'm inviting influencers keen to work with brands to develop content and share with their audiences:\\u2026 https://t.co/AJH0ziKJDc\"","\"2020-11-19 14:55:31.024694\"",2020-11-19T15:42:23.248+05:30,"",Positive
truth seems like inconvenience donald seems trumpconcede trumpvsbiden truthmatters,"\"The truth just seems like an inconvenience to ol Donald it seems.\\n#TrumpConcede #TrumpvsBiden #TruthMatters\"","\"2020-11-19 14:55:34.027591\"",2020-11-19T15:42:23.248+05:30,"",Positive
find saddest picture ivankatrump never able push way trumpvsbiden,"\"What I find saddest about this picture is that #IvankaTrump would never be able to push her way in. #TrumpVsBiden https://t.co/laKDyNWDyh\"","\"2020-11-19 14:55:37.030722\"",2020-11-19T15:42:23.248+05:30,"",Negative
response funny enough tell donaldtrump trumpvsbiden digitalmarketing momentmarketing,"\"What's your response? Is it funny enough? Tell us.\\n\\n#DonaldTrump #TrumpvsBiden #digitalmarketing #momentmarketing\\u2026 https://t.co/KNtlDMwwyQ\"","\"2020-11-19 14:55:40.034394\"",2020-11-19T15:42:23.248+05:30,"",Positive
eyes scandinavian democracy usa election seems like stone age battle field ther,"\"@realDonaldTrump In the eyes of Scandinavian democracy, this USA election seems like a stone age battle field. Ther\\u2026 https://t.co/bwQivQM4NP\"","\"2020-11-19 14:55:43.038072\"",2020-11-19T15:42:23.248+05:30,"",Negative
team trumpvsbiden trying force nation low income elderly blind disabled homes,"\"Team #TrumpvsBiden is trying to force our nation\\u2019s #low_income #elderly, #blind and disabled out of their own homes\\u2026 https://t.co/V62p0CEx4p\"","\"2020-11-19 14:55:46.041870\"",2020-11-19T15:42:23.248+05:30,"",Negative
really think man won take answer nation take answer wom,"\"Do you really think that a man who won\\u2019t take no for an answer from a nation would take no for an answer from a wom\\u2026 https://t.co/U5HyCLacza\"","\"2020-11-19 14:55:49.751312\"",2020-11-19T15:42:23.248+05:30,"",Positive
favourite biden trump trump trumpvsbiden biden bidenpresident trumppresident biden,"\"Who is your favourite? Biden or Trump #Trump2020 #TrumpvsBiden #Biden #BidenPresident #TrumpPresident #Biden2020\"","\"2020-11-19 14:55:52.754660\"",2020-11-19T15:42:23.248+05:30,"",Positive
every time trump supporter says won fall populist manipulation latinamerica along,"\"Every time a #Trump supporter says that they won't fall in populist manipulation, 98% of Latinamerica, along with R\\u2026 https://t.co/Ynx5e7CQJB\"","\"2020-11-19 14:55:55.756868\"",2020-11-19T15:42:23.248+05:30,"",Positive
man right said get tired winning trump trumpcrimefamily,"\"Man, @realDonaldTrump was right when he said we'd get tired of winning\\n\\n#Trump #TrumpCrimeFamily\\u2026 https://t.co/CfnLH9KlUx\"","\"2020-11-19 14:55:58.758759\"",2020-11-19T15:42:23.248+05:30,"",Positive
put baby filter debate make laugh trumpvsbiden trump,"\"I put a baby filter on the debate and it will make you laugh... \\nhttps://t.co/cEXdS3THX2 \\n\\n#TrumpvsBiden #Trump\\u2026 https://t.co/HcSo8RaBe2\"","\"2020-11-19 14:56:01.760122\"",2020-11-19T15:42:23.248+05:30,"",Positive
put baby filter debate make laugh trumpvsbiden trump,"\"I put a baby filter on the debate and it will make you laugh... \\nhttps://t.co/cEXdS3THX2 \\n\\n#TrumpvsBiden #Trump\\u2026 https://t.co/YNBlBpaFIp\"","\"2020-11-19 14:56:04.762733\"",2020-11-19T15:42:23.248+05:30,"",Positive
work guys trump elections trumpvsbiden,"\"@WhiteHouse @Mike_Pence @realDonaldTrump So how'd this all work out for you guys? #Trump #2020Elections #TrumpvsBiden\"","\"2020-11-19 14:56:07.765472\"",2020-11-19T15:42:23.248+05:30,"",Positive
somebody give milk stop crying trumpvsbiden,"\"@realDonaldTrump Somebody give him milk, so he can stop crying. #TrumpvsBiden\"","\"2020-11-19 14:56:10.766713\"",2020-11-19T15:42:23.248+05:30,"",Negative
come rudy pants maybe need tuck shirt trump,"\"@RudyGiuliani It'll come it of what, Rudy? Your pants? Maybe you need to \\\"tuck your shirt in\\\" again?\\n\\n#Trump\\u2026 https://t.co/lEvVjJ94uY\"","\"2020-11-19 14:56:13.770397\"",2020-11-19T15:42:23.248+05:30,"",Positive
trumpvsbiden ntrump court cases philly finished recounting amp biden leads wayne county,"\"#TrumpvsBiden \\n\\nTrump is 1-25 in court cases, Philly has finished recounting &amp; Biden leads by over 80K,Wayne County\\u2026 https://t.co/Wg2fF7FqN2\"","\"2020-11-19 14:56:16.774133\"",2020-11-19T15:42:23.248+05:30,"",Positive
day president biden sworn office amazing thing see say cdonald,"\"In the day that president #Biden is sworn into office it would be such an amazing thing to see him say \\u201cDonald\\u2026 https://t.co/GJ5rICrx2z\"","\"2020-11-19 14:56:19.777899\"",2020-11-19T15:42:23.248+05:30,"",Positive
seems two choices currently working trump honor get fired months,"\"So it seems that you have two choices currently working for Trump. Go down now with honor or get fired in 2 months\\u2026 https://t.co/Ut8E7TCT2x\"","\"2020-11-19 14:56:22.778645\"",2020-11-19T15:42:23.248+05:30,"",Negative
whoever advises donald trump worst enemy slowly steady dragging prison trumpvsbiden,"\"Whoever advises Donald Trump is his Worst enemy. He's slowly and steady dragging him to the prison. \\n#TrumpvsBiden\"","\"2020-11-19 14:56:25.782024\"",2020-11-19T15:42:23.248+05:30,"",Negative
spinless self trump going take back office believe trumpvsbiden,"\"Spinless ba***Rd go ##k your self Trump is going to take back the office and I believe that\\n\\n#TrumpvsBiden\\u2026 https://t.co/VLbw9UsM1n\"","\"2020-11-19 14:56:28.786222\"",2020-11-19T15:42:23.248+05:30,"",Positive
dreamcatcher afazenda followtrick afazenda trumpvsbiden biden electionday,"\"@V4NT3GOO dreamcatcher\\n\\n#AFazenda12 #followtrick #AFazenda #TrumpvsBiden #Biden2020 #ElectionDay https://t.co/4d0EvFZO7v\"","\"2020-11-19 14:56:31.790024\"",2020-11-19T15:42:23.248+05:30,"",Positive
still best debate moment ude trumpvsbiden,"\"Still the best debate moment \\ud83d\\ude02 #TrumpvsBiden @realDonaldTrump @FoxNews https://t.co/TD0MgXmb6p\"","\"2020-11-19 14:56:35.510831\"",2020-11-19T15:42:23.248+05:30,"",Positive
point lord need let trump know lost ude sore loser nah trumpmeltdown trumpvsbiden,"\"At this point the Lord himself need to let Trump know he lost \\ud83d\\ude29 Sore loser or nah? #TrumpMeltdown #TrumpvsBiden\"","\"2020-11-19 14:56:38.514916\"",2020-11-19T15:42:23.248+05:30,"",Negative
chris krebs telling truth trump knows irregularities option,"\"@PaulaChertok If Chris Krebs is not telling the truth, if Trump knows there were irregularities, he has no option b\\u2026 https://t.co/GFuisWsusZ\"","\"2020-11-19 14:56:41.516626\"",2020-11-19T15:42:23.248+05:30,"",Positive
usa christians trumpvsbiden trump tosaveamerica nwalk wise wise udf mix stupid,"\"#USA #christians #TrumpvsBiden #TRUMP2020ToSaveAmerica\\n\\nWalk With The Wise and Be Wise;\\ud83c\\udf1d Mix With The Stupid and Be\\u2026 https://t.co/7qfVCoae23\"","\"2020-11-19 14:56:44.519112\"",2020-11-19T15:42:23.248+05:30,"",Positive
trump biden trumpvsbiden trump biden trump biden,"\"Trump or Biden? \\n\\n#TrumpvsBiden #Trump #Biden #Trump2020 #Biden2020\"","\"2020-11-19 14:56:47.522770\"",2020-11-19T15:42:23.248+05:30,"",Positive
must heal nation never take advantage freedoms seeing many support,"\"2/2 We must do what we can to heal our nation and to never take advantage of our freedoms.seeing how many support h\\u2026 https://t.co/vF0Gl6x7YN\"","\"2020-11-19 14:56:50.525123\"",2020-11-19T15:42:23.248+05:30,"",Negative
pubs opening government bumbling join another brilliant podcast later morning borisjohnson,"\"Pubs opening? Government bumbling? Join us for another brilliant podcast. Out later this morning. #BorisJohnson\\u2026 https://t.co/FCnCCfpwsK\"","\"2020-11-19 14:56:53.527928\"",2020-11-19T15:42:23.248+05:30,"",Positive
breakingnews nyet another trump campaign loss pennsylvania supremecourt challenge philadelphia election obs,"\"#Breakingnews \\n\\nYet another #Trump campaign loss #Pennsylvania #SupremeCourt challenge to Philadelphia election obs\\u2026 https://t.co/PEsx5RaMsB\"","\"2020-11-19 14:56:56.530645\"",2020-11-19T15:42:23.248+05:30,"",Negative
trump leaving white house like foreclosure trashing place kick,"\"Trump leaving the White House is like a foreclosure. He's trashing the place before they kick him out.\\u2026 https://t.co/PUmoHFI7wj\"","\"2020-11-19 14:56:59.533029\"",2020-11-19T15:42:23.248+05:30,"",Positive
check road bike aluminium frame shimano gear tire eecoobikes via trumpvsbiden biker,"\"Check out ROAD BIKE  Aluminium frame SHIMANO gear 700C 23 tire #EECOOBIKES https://t.co/Ny75MM0W6p via @eBay #TrumpvsBiden #biker\"","\"2020-11-19 14:57:02.534752\"",2020-11-19T15:42:23.248+05:30,"",Positive
